Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,Sentiment,Sentiment_Score,Headlines_Count,News_Article,Next_Day_Return,Moving_Avg,Rolling_Std_Dev,RSI,EMA,ROC,Sentiment_Numeric
03-01-2023,108.0999985,108.0999985,118.8000031,104.6399994,118.4700012,231402800,0.653489,Negative,-0.4,5,"Tesla (TSLA) Stock Slides on New Probe, Downgrade - Yahoo Finance | I Still Can’t Get My Head Around Tesla Stock’s (TSLA) Valuation - TipRanks | Tesla, Inc. (NASDAQ:TSLA) Stock Holdings Lessened by Accurate Wealth Management LLC - MarketBeat | Tesla (TSLA) Stock Dips Amid First Sales Decline in Over a Decade - GuruFocus.com | Tesla (NASDAQ:TSLA) Stock Price Down 3.2% - Here's What Happened - MarketBeat",0.051248853,222.25962814944376,12.181655833458326,53.344498803069605,108.0999985,5.018840401559956,0.0
04-01-2023,113.6399994,113.6399994,114.5899963,107.5199966,109.1100006,180389000,0.051248853,Neutral,0.0,5,"Tesla (TSLA) Stock: Morgan Stanley Projects $800 Bull Case Based on Robotaxi Future - MoneyCheck | Tesla (TSLA) Stock Falls Amid Market Uptick: What Investors Need to Know - Yahoo Finance | Why Tesla (TSLA) Stock Is Down Today - Yahoo Finance | Tesla, Inc. (NASDAQ:TSLA) Stock Holdings Lessened by Accurate Wealth Management LLC - MarketBeat | TSLA, AMZN and GOOGL Forecasts – Major Stocks Look to Move Higher in Premarket - FX Empire",-0.029039098,222.25962814944376,12.181655833458326,53.344498803069605,108.83866528666668,5.018840401559956,0.5
05-01-2023,110.3399963,110.3399963,111.75,107.1600037,110.5100021,157986300,-0.029039098,Neutral,0.0,5,"Tesla (TSLA) Stock Falls Amid Market Uptick: What Investors Need to Know - Yahoo Finance | Tesla, Inc. (NASDAQ:TSLA) Stock Holdings Lessened by Accurate Wealth Management LLC - MarketBeat | Tesla AI Revolution: How TSLA is Shaping the Future of Stock Market Trading – Market - HPBL | A Short on TSLA Stock - ForexLive | Tesla (TSLA) Stock: Morgan Stanley Projects $800 Bull Case Based on Robotaxi Future - MoneyCheck",0.02465109,222.25962814944376,12.181655833458326,53.344498803069605,109.03884275511112,5.018840401559956,0.5
06-01-2023,113.0599976,113.0599976,114.3899994,101.8099976,103.0,220911100,0.02465109,Neutral,0.0,5,Why TSLA Is Climbing Today - Yahoo Finance | A Short on TSLA Stock - ForexLive | Tesla (TSLA) Stock Surges on Strong Model Y Demand in China and Morgan Stanley's Bullish Outlook - MoneyCheck | Is TSLA a Steal on Robinhood? What Investors Need to Know! - La Noticia Digital | Tesla Stock (TSLA) Loses Gains amid EV Sales Surge and Musk TikTok Buyout Rumors - TipRanks,0.059349011,222.25962814944376,12.181655833458326,53.344498803069605,109.57499673442965,5.018840401559956,0.5
09-01-2023,119.7699966,119.7699966,123.5199966,117.1100006,118.9599991,190284000,0.059349011,Negative,-0.2,5,"Rep. Josh Gottheimer Buys Tesla, Inc. (NASDAQ:TSLA) Stock - MarketBeat | NVDA, TSLA and MSTR Forecast – Major Tech Stocks Look for Higher Pricing - FX Empire | Tesla (TSLA) Stock Falls Amid Market Uptick: What Investors Need to Know - Yahoo Finance | Why Tesla (TSLA) Stock Is Down Today - Yahoo Finance | I Still Can’t Get My Head Around Tesla Stock’s (TSLA) Valuation - TipRanks",-0.007681374,222.25962814944376,12.181655833458326,53.344498803069605,110.93433004983902,5.018840401559956,0.0
10-01-2023,118.8499985,118.8499985,122.7600021,114.9199982,121.0699997,167642500,-0.007681374,Positive,0.4,5,"TSLA’s Revolutionary Leap! How Tesla is Redefining Stock Market Dynamics - La Noticia Digital | AAPL, RIVN, UNH, BMRA, TSLA: Top 5 Trending Stocks Today - Apple (NASDAQ:AAPL), Biomerica (NASDAQ:BMRA) - Benzinga | TSLA, AMZN and GOOGL Forecasts – Major Stocks Look to Move Higher in Premarket - FX Empire | Rep. Josh Gottheimer Buys Tesla, Inc. (NASDAQ:TSLA) Stock - MarketBeat | I Still Can’t Get My Head Around Tesla Stock’s (TSLA) Valuation - TipRanks",0.03676906,222.25962814944376,12.181655833458326,53.344498803069605,111.98975250986048,5.018840401559956,1.0
11-01-2023,123.2200012,123.2200012,125.9499969,120.5100021,122.0899963,183810800,0.03676906,Positive,0.2,5,"TSLA, AMZN and GOOGL Forecasts – Major Stocks Look to Move Higher in Premarket - FX Empire | Tesla, Inc. (NASDAQ:TSLA) Stock Holdings Lessened by Accurate Wealth Management LLC - MarketBeat | NVDA, TSLA and MSTR Forecast – Major Tech Stocks Look for Higher Pricing - FX Empire | TSLA’s Revolutionary Leap! How Tesla is Redefining Stock Market Dynamics - La Noticia Digital | Tesla Stock (TSLA) Loses Gains amid EV Sales Surge and Musk TikTok Buyout Rumors - TipRanks",0.002759263,222.25962814944376,12.181655833458326,53.344498803069605,113.48711900187908,5.018840401559956,1.0
12-01-2023,123.5599976,123.5599976,124.1299973,117.0,122.5599976,169400900,0.002759263,Neutral,0.0,5,"Tesla (NASDAQ:TSLA) Stock Price Down 3.2% - Here's What Happened - MarketBeat | I Still Can’t Get My Head Around Tesla Stock’s (TSLA) Valuation - TipRanks | Rep. Josh Gottheimer Buys Tesla, Inc. (NASDAQ:TSLA) Stock - MarketBeat | Tesla (TSLA) Stock Falls Amid Market Uptick: What Investors Need to Know - Yahoo Finance | Tesla (NASDAQ:TSLA) Stock Price Expected to Rise, Morgan Stanley Analyst Says - MarketBeat",-0.00938812,222.25962814944376,12.181655833458326,53.344498803069605,114.83016948162854,5.018840401559956,0.5
13-01-2023,122.4000015,122.4000015,122.6299973,115.5999985,116.5500031,180714100,-0.00938812,Negative,-0.4,5,"AAPL, RIVN, UNH, BMRA, TSLA: Top 5 Trending Stocks Today - Apple (NASDAQ:AAPL), Biomerica (NASDAQ:BMRA) - Benzinga | A Short on TSLA Stock - ForexLive | Why TSLA Is Climbing Today - Yahoo Finance | Tesla (TSLA) Stock Dips Amid First Sales Decline in Over a Decade - GuruFocus.com | Tesla (NASDAQ:TSLA) Stock Price Down 3.2% - Here's What Happened - MarketBeat",0.074264737,222.25962814944376,12.181655833458326,53.344498803069605,115.8394804174114,5.018840401559956,0.0
17-01-2023,131.4900055,131.4900055,131.6999969,125.0199966,125.6999969,186477000,0.074264737,Neutral,0.0,5,"Tesla (TSLA) Stock Dips Amid First Sales Decline in Over a Decade - GuruFocus.com | Tesla (TSLA) Stock Falls Amid Market Uptick: What Investors Need to Know - Yahoo Finance | TSLA, AMZN and GOOGL Forecasts – Major Stocks Look to Move Higher in Premarket - FX Empire | TSLA’s Revolutionary Leap! How Tesla is Redefining Stock Market Dynamics - La Noticia Digital | Tesla's Drop Against Modestly Lower Nasdaq Comes As Investors Weigh Elon Musk's $40-50 Billion TikTok Deal, Gary Black Says TSLA Share Swap Unlikely Due To This Upcoming Milestone - Benzinga",-0.020609983,222.25962814944376,12.181655833458326,53.344498803069605,117.9262170950899,5.018840401559956,0.5
